review_id,product_name,review_text,rating,review_date
83,Apple iPad,Average product,3,2023-02-04
84,Apple iPad,Stopped working after few days,2,2023-05-20
85,OnePlus Pad,Superb design and build quality,4,2023-09-24
86,OnePlus Pad,Good but needs improvement,3,2023-09-29
87,Apple iPad,Stopped working after few days,2,2023-02-12
88,OnePlus Pad,Okay for daily use,3,2023-06-25
89,OnePlus Pad,Average product,3,2023-08-22
90,Samsung Galaxy Tab,Highly recommend this tablet,4,2023-10-17
91,Apple iPad,Decent features for price,3,2023-12-21
92,Samsung Galaxy Tab,Performance is acceptable,3,2023-05-27
93,OnePlus Pad,Poor performance and lagging,2,2023-12-12
94,Apple iPad,Not worth the price,2,2023-07-06
95,OnePlus Pad,Performance is acceptable,3,2023-04-01
96,Samsung Galaxy Tab,Heating issues while using,1,2023-12-23
97,Samsung Galaxy Tab,Excellent performance and smooth display,5,2023-06-30
98,Apple iPad,Poor performance and lagging,1,2023-07-12
99,OnePlus Pad,Superb design and build quality,5,2023-05-29
100,Samsung Galaxy Tab,Not worth the price,1,2023-12-22
101,Apple iPad,Not worth the price,1,2023-09-03
102,Samsung Galaxy Tab,Okay for daily use,3,2023-10-07
103,Samsung Galaxy Tab,Heating issues while using,2,2023-02-15
104,Samsung Galaxy Tab,Terrible customer experience,1,2023-01-16
105,Samsung Galaxy Tab,Performance is acceptable,3,2023-05-05
106,Apple iPad,Not worth the price,2,2023-07-23
107,Apple iPad,Battery life is amazing and lasts long,5,2023-01-31
108,Samsung Galaxy Tab,Not bad but not great,3,2023-03-07
109,Apple iPad,Very bad battery life,2,2023-09-03
110,OnePlus Pad,Heating issues while using,1,2023-07-26
111,Samsung Galaxy Tab,Average product,3,2023-12-21
112,Apple iPad,Battery life is amazing and lasts long,5,2023-05-26
113,OnePlus Pad,Superb design and build quality,4,2023-08-06
114,OnePlus Pad,Superb design and build quality,5,2023-09-30
115,Apple iPad,Performance is acceptable,3,2023-10-28
116,OnePlus Pad,Not worth the price,2,2023-02-17
117,Apple iPad,Very fast and user friendly,5,2023-09-20
118,Apple iPad,Average product,3,2023-03-23
119,Apple iPad,Superb design and build quality,4,2023-02-20
120,OnePlus Pad,Decent features for price,3,2023-04-30
121,Apple iPad,Great value for money,5,2023-02-18
122,Samsung Galaxy Tab,Superb design and build quality,4,2023-01-15
123,Apple iPad,Heating issues while using,2,2023-09-09
124,OnePlus Pad,Decent features for price,3,2023-01-05
125,Samsung Galaxy Tab,Average product,3,2023-11-24
126,Samsung Galaxy Tab,Highly recommend this tablet,5,2023-01-19
127,Apple iPad,Average product,3,2023-12-04
128,Samsung Galaxy Tab,Stopped working after few days,2,2023-03-30
129,Samsung Galaxy Tab,Average product,3,2023-09-06
130,Samsung Galaxy Tab,Okay for daily use,3,2023-03-12
131,OnePlus Pad,Battery life is amazing and lasts long,5,2023-08-07
132,Apple iPad,Stopped working after few days,2,2023-11-11
133,Apple iPad,Very fast and user friendly,5,2023-06-18
134,OnePlus Pad,Okay for daily use,3,2023-10-20
135,Samsung Galaxy Tab,Poor performance and lagging,1,2023-08-07
136,Apple iPad,Highly recommend this tablet,4,2023-05-10
137,Samsung Galaxy Tab,Performance is acceptable,3,2023-10-30
138,OnePlus Pad,Okay for daily use,3,2023-06-12
139,OnePlus Pad,Superb design and build quality,4,2023-08-12
140,Apple iPad,Good but needs improvement,3,2023-11-13
141,Apple iPad,Not bad but not great,3,2023-12-18
142,Apple iPad,Very fast and user friendly,5,2023-08-14
143,OnePlus Pad,Decent features for price,3,2023-12-03
144,OnePlus Pad,Poor performance and lagging,1,2023-03-04
145,Apple iPad,Okay for daily use,3,2023-06-10
146,Apple iPad,Very fast and user friendly,4,2023-06-23
147,Samsung Galaxy Tab,Excellent performance and smooth display,5,2023-03-01
148,Apple iPad,Performance is acceptable,3,2023-09-19
149,OnePlus Pad,Good but needs improvement,3,2023-12-22
150,Apple iPad,Excellent performance and smooth display,4,2023-08-31
151,Samsung Galaxy Tab,Very fast and user friendly,4,2023-06-02
152,OnePlus Pad,Average product,3,2023-11-07
153,Apple iPad,Highly recommend this tablet,4,2023-10-07
154,Apple iPad,Average product,3,2023-04-06
155,Apple iPad,Poor performance and lagging,1,2023-01-20
156,Apple iPad,Superb design and build quality,5,2023-09-25
157,OnePlus Pad,Highly recommend this tablet,4,2023-04-08
158,Samsung Galaxy Tab,Battery life is amazing and lasts long,4,2023-10-21
159,OnePlus Pad,Very bad battery life,2,2023-03-13
160,Apple iPad,Very bad battery life,2,2023-06-02
161,OnePlus Pad,Terrible customer experience,1,2023-07-15
162,OnePlus Pad,Decent features for price,3,2023-06-05
163,Apple iPad,Performance is acceptable,3,2023-08-05
164,Apple iPad,Great value for money,4,2023-02-03
165,Apple iPad,Good but needs improvement,3,2023-01-01
166,Samsung Galaxy Tab,Average product,3,2023-02-09
167,Apple iPad,Not bad but not great,3,2023-07-21
168,Apple iPad,Okay for daily use,3,2023-11-20
169,OnePlus Pad,Not bad but not great,3,2023-09-01
170,OnePlus Pad,Average product,3,2023-03-10
171,Apple iPad,Very fast and user friendly,4,2023-12-27
172,Apple iPad,Good but needs improvement,3,2023-02-03
173,Samsung Galaxy Tab,Heating issues while using,2,2023-11-17
174,Apple iPad,Excellent performance and smooth display,4,2023-08-22
175,OnePlus Pad,Excellent performance and smooth display,4,2023-08-11
176,OnePlus Pad,Not bad but not great,3,2023-05-22
177,Samsung Galaxy Tab,Superb design and build quality,5,2023-04-30
178,OnePlus Pad,Stopped working after few days,2,2023-07-28
179,OnePlus Pad,Excellent performance and smooth display,4,2023-09-10
180,Samsung Galaxy Tab,Very bad battery life,2,2023-01-01
181,OnePlus Pad,Performance is acceptable,3,2023-07-16
182,OnePlus Pad,Heating issues while using,1,2023-12-06
183,Apple iPad,Average product,3,2023-05-11
184,OnePlus Pad,Stopped working after few days,2,2023-04-21
185,Samsung Galaxy Tab,Very fast and user friendly,4,2023-04-01
186,OnePlus Pad,Good but needs improvement,3,2023-06-18
187,OnePlus Pad,Superb design and build quality,5,2023-03-29
188,Samsung Galaxy Tab,Battery life is amazing and lasts long,4,2023-08-03
189,OnePlus Pad,Heating issues while using,2,2023-11-05
190,Apple iPad,Average product,3,2023-04-26
191,Apple iPad,Excellent performance and smooth display,5,2023-10-05
192,OnePlus Pad,Average product,3,2023-04-01
193,Apple iPad,Heating issues while using,1,2024-01-01
194,Apple iPad,Terrible customer experience,1,2023-11-13
195,OnePlus Pad,Battery life is amazing and lasts long,5,2023-12-23
196,Apple iPad,Stopped working after few days,2,2023-08-11
197,Apple iPad,Decent features for price,3,2023-10-01
198,Samsung Galaxy Tab,Very bad battery life,1,2023-11-06
199,Apple iPad,Good but needs improvement,3,2023-04-14
200,Apple iPad,Not worth the price,1,2023-02-15
201,OnePlus Pad,Great value for money,4,2023-09-08
202,Apple iPad,Superb design and build quality,5,2023-04-25
203,Apple iPad,Okay for daily use,3,2023-03-22
204,Apple iPad,Very bad battery life,1,2023-05-01
205,Apple iPad,Good but needs improvement,3,2023-04-21
206,Apple iPad,Heating issues while using,1,2023-12-21
207,Samsung Galaxy Tab,Great value for money,4,2023-06-18
208,OnePlus Pad,Not worth the price,1,2023-08-09
209,Samsung Galaxy Tab,Great value for money,4,2023-11-08
210,Apple iPad,Heating issues while using,1,2023-10-28
211,Apple iPad,Performance is acceptable,3,2023-05-11
212,Samsung Galaxy Tab,Very fast and user friendly,4,2023-06-14
213,OnePlus Pad,Okay for daily use,3,2023-06-18
214,Apple iPad,Heating issues while using,2,2023-10-10
215,Apple iPad,Okay for daily use,3,2023-02-25
216,Apple iPad,Performance is acceptable,3,2023-02-23
217,Apple iPad,Okay for daily use,3,2023-02-03
218,Apple iPad,Not worth the price,2,2023-03-14
219,OnePlus Pad,Not bad but not great,3,2023-01-25
220,Apple iPad,Okay for daily use,3,2023-01-05
221,Samsung Galaxy Tab,Average product,3,2023-12-14
222,OnePlus Pad,Poor performance and lagging,2,2023-03-27
223,OnePlus Pad,Highly recommend this tablet,4,2023-10-05
224,Samsung Galaxy Tab,Average product,3,2023-07-06
225,OnePlus Pad,Stopped working after few days,2,2023-03-09
226,Apple iPad,Excellent performance and smooth display,5,2023-08-30
227,OnePlus Pad,Great value for money,5,2023-12-05
228,Apple iPad,Battery life is amazing and lasts long,4,2023-11-13
229,OnePlus Pad,Stopped working after few days,2,2023-10-22
230,OnePlus Pad,Terrible customer experience,1,2023-07-24
231,Apple iPad,Battery life is amazing and lasts long,5,2023-11-27
232,Apple iPad,Performance is acceptable,3,2023-01-14
233,Samsung Galaxy Tab,Poor performance and lagging,2,2023-09-29
234,Apple iPad,Great value for money,4,2023-04-05
235,OnePlus Pad,Performance is acceptable,3,2023-06-03
236,Apple iPad,Highly recommend this tablet,5,2023-11-02
237,Apple iPad,Excellent performance and smooth display,4,2023-09-12
238,Apple iPad,Not worth the price,1,2023-05-25
239,OnePlus Pad,Great value for money,4,2023-10-13
240,Samsung Galaxy Tab,Okay for daily use,3,2023-08-10
241,Samsung Galaxy Tab,Excellent performance and smooth display,5,2023-07-14
242,Samsung Galaxy Tab,Terrible customer experience,2,2023-06-11
243,OnePlus Pad,Excellent performance and smooth display,4,2023-01-16
244,Samsung Galaxy Tab,Battery life is amazing and lasts long,4,2023-04-30
245,OnePlus Pad,Very fast and user friendly,4,2023-10-30
246,Apple iPad,Terrible customer experience,2,2023-12-02
247,OnePlus Pad,Excellent performance and smooth display,4,2023-08-17
248,Samsung Galaxy Tab,Heating issues while using,1,2023-04-14
249,OnePlus Pad,Highly recommend this tablet,4,2023-01-22
250,OnePlus Pad,Average product,3,2023-01-29
251,OnePlus Pad,Performance is acceptable,3,2023-03-25
252,OnePlus Pad,Superb design and build quality,4,2023-01-23
253,OnePlus Pad,Poor performance and lagging,1,2023-07-05
254,Samsung Galaxy Tab,Not bad but not great,3,2023-06-21
255,OnePlus Pad,Great value for money,5,2023-08-19
256,Apple iPad,Poor performance and lagging,1,2023-10-31
257,Apple iPad,Okay for daily use,3,2023-04-27
258,OnePlus Pad,Highly recommend this tablet,4,2023-11-26
259,OnePlus Pad,Okay for daily use,3,2023-10-17
260,OnePlus Pad,Okay for daily use,3,2023-01-22
261,OnePlus Pad,Decent features for price,3,2023-07-26
262,Samsung Galaxy Tab,Terrible customer experience,1,2023-04-28
263,Apple iPad,Terrible customer experience,2,2023-04-16
264,Apple iPad,Performance is acceptable,3,2023-06-17
265,OnePlus Pad,Decent features for price,3,2023-10-31
266,Apple iPad,Not worth the price,1,2023-01-19
267,Samsung Galaxy Tab,Very bad battery life,1,2023-04-02
268,Samsung Galaxy Tab,Average product,3,2023-07-16
269,Apple iPad,Poor performance and lagging,1,2023-06-20
270,Samsung Galaxy Tab,Decent features for price,3,2023-12-11
271,Samsung Galaxy Tab,Excellent performance and smooth display,4,2023-08-08
272,Samsung Galaxy Tab,Okay for daily use,3,2023-07-31
273,OnePlus Pad,Poor performance and lagging,1,2023-05-16
274,OnePlus Pad,Very fast and user friendly,5,2023-06-23
275,Apple iPad,Good but needs improvement,3,2023-11-24
276,Samsung Galaxy Tab,Heating issues while using,1,2023-05-18
277,Samsung Galaxy Tab,Performance is acceptable,3,2023-05-09
278,OnePlus Pad,Good but needs improvement,3,2023-06-11
279,Samsung Galaxy Tab,Okay for daily use,3,2023-02-10
280,Apple iPad,Not bad but not great,3,2023-08-14
281,OnePlus Pad,Highly recommend this tablet,4,2023-06-04
282,Samsung Galaxy Tab,Very fast and user friendly,5,2023-08-09
283,OnePlus Pad,Decent features for price,3,2023-11-24
284,Apple iPad,Not bad but not great,3,2023-11-19
285,OnePlus Pad,Poor performance and lagging,1,2023-04-05
286,Apple iPad,Good but needs improvement,3,2023-06-07
287,OnePlus Pad,Superb design and build quality,4,2023-04-26
288,OnePlus Pad,Terrible customer experience,2,2023-03-27
289,Samsung Galaxy Tab,Poor performance and lagging,1,2023-12-24
290,Apple iPad,Very bad battery life,2,2023-09-30
291,Apple iPad,Stopped working after few days,2,2023-03-24
292,OnePlus Pad,Good but needs improvement,3,2023-02-28
293,Samsung Galaxy Tab,Superb design and build quality,4,2023-11-09
294,Samsung Galaxy Tab,Battery life is amazing and lasts long,5,2023-07-20
295,OnePlus Pad,Superb design and build quality,5,2023-04-22
296,Samsung Galaxy Tab,Performance is acceptable,3,2023-12-11
297,Samsung Galaxy Tab,Average product,3,2023-04-04
298,Samsung Galaxy Tab,Poor performance and lagging,1,2023-11-24
299,Apple iPad,Stopped working after few days,1,2023-09-07
300,OnePlus Pad,Terrible customer experience,1,2023-07-26
301,OnePlus Pad,Battery life is amazing and lasts long,5,2023-01-26
302,Apple iPad,Excellent performance and smooth display,4,2023-11-23
303,Apple iPad,Very bad battery life,1,2023-04-28
304,Apple iPad,Very bad battery life,1,2023-06-19
305,Samsung Galaxy Tab,Average product,3,2023-08-22
306,OnePlus Pad,Decent features for price,3,2023-07-13
307,OnePlus Pad,Very fast and user friendly,4,2023-01-10
308,Samsung Galaxy Tab,Heating issues while using,2,2023-12-10
309,Samsung Galaxy Tab,Poor performance and lagging,1,2023-03-03
310,Samsung Galaxy Tab,Highly recommend this tablet,4,2023-03-24
311,OnePlus Pad,Great value for money,4,2023-08-09
312,Apple iPad,Very fast and user friendly,4,2023-07-23
313,OnePlus Pad,Highly recommend this tablet,5,2023-07-24
314,Samsung Galaxy Tab,Performance is acceptable,3,2023-08-13
315,Samsung Galaxy Tab,Terrible customer experience,1,2023-03-16
316,Samsung Galaxy Tab,Not bad but not great,3,2023-03-10
317,OnePlus Pad,Very bad battery life,1,2023-09-27
318,Apple iPad,Superb design and build quality,4,2023-09-26
319,Apple iPad,Very fast and user friendly,5,2023-12-04
320,OnePlus Pad,Not worth the price,1,2023-06-01
321,OnePlus Pad,Okay for daily use,3,2023-03-24
322,Apple iPad,Excellent performance and smooth display,4,2023-05-20
323,Samsung Galaxy Tab,Great value for money,5,2023-05-13
324,Apple iPad,Poor performance and lagging,1,2023-02-20
325,Samsung Galaxy Tab,Not worth the price,2,2023-08-06
326,Samsung Galaxy Tab,Not bad but not great,3,2023-03-25
327,OnePlus Pad,Not bad but not great,3,2023-07-21
328,OnePlus Pad,Good but needs improvement,3,2023-07-22
329,Apple iPad,Decent features for price,3,2023-12-08
330,OnePlus Pad,Not worth the price,2,2023-10-20
331,Samsung Galaxy Tab,Very bad battery life,2,2023-07-19
332,Apple iPad,Excellent performance and smooth display,5,2023-07-07
333,Apple iPad,Terrible customer experience,1,2023-11-04
334,Apple iPad,Performance is acceptable,3,2023-12-11
335,OnePlus Pad,Decent features for price,3,2023-07-27
336,OnePlus Pad,Great value for money,5,2023-10-29
337,Samsung Galaxy Tab,Superb design and build quality,4,2023-10-13
338,Apple iPad,Performance is acceptable,3,2023-01-14
339,Samsung Galaxy Tab,Very fast and user friendly,4,2023-03-18
340,OnePlus Pad,Performance is acceptable,3,2023-11-23
341,Samsung Galaxy Tab,Highly recommend this tablet,4,2023-08-05
342,OnePlus Pad,Not worth the price,2,2023-11-12
343,Samsung Galaxy Tab,Great value for money,5,2023-01-05
344,Samsung Galaxy Tab,Excellent performance and smooth display,4,2023-10-12
345,Samsung Galaxy Tab,Stopped working after few days,2,2023-07-17
346,Samsung Galaxy Tab,Good but needs improvement,3,2023-07-04
347,OnePlus Pad,Great value for money,4,2023-09-01
348,Samsung Galaxy Tab,Great value for money,5,2023-06-23
349,Apple iPad,Not worth the price,1,2023-06-10
350,OnePlus Pad,Good but needs improvement,3,2023-01-15
351,OnePlus Pad,Not bad but not great,3,2023-10-25
352,Samsung Galaxy Tab,Excellent performance and smooth display,4,2023-12-23
353,Samsung Galaxy Tab,Excellent performance and smooth display,4,2023-04-14
354,Apple iPad,Excellent performance and smooth display,4,2023-03-16
355,Apple iPad,Great value for money,4,2023-07-16
356,Apple iPad,Not bad but not great,3,2023-01-11
357,Samsung Galaxy Tab,Great value for money,5,2023-07-23
358,OnePlus Pad,Average product,3,2023-02-28
359,Apple iPad,Average product,3,2023-09-08
360,Samsung Galaxy Tab,Terrible customer experience,2,2023-10-15
361,Samsung Galaxy Tab,Excellent performance and smooth display,5,2023-08-03
362,Samsung Galaxy Tab,Poor performance and lagging,2,2023-01-14
363,Apple iPad,Stopped working after few days,2,2023-10-18
364,Apple iPad,Stopped working after few days,2,2023-03-10
365,Apple iPad,Terrible customer experience,1,2023-04-28
366,Apple iPad,Stopped working after few days,1,2023-01-23
367,Samsung Galaxy Tab,Not worth the price,1,2023-02-28
368,OnePlus Pad,Very fast and user friendly,4,2023-06-26
369,OnePlus Pad,Not bad but not great,3,2023-06-14
370,Apple iPad,Decent features for price,3,2023-03-12
371,Samsung Galaxy Tab,Terrible customer experience,2,2023-07-26
372,Samsung Galaxy Tab,Highly recommend this tablet,5,2023-11-02
373,Apple iPad,Average product,3,2023-05-01
374,Apple iPad,Decent features for price,3,2023-04-03
375,Apple iPad,Performance is acceptable,3,2023-04-21
376,OnePlus Pad,Battery life is amazing and lasts long,4,2023-01-28
377,Samsung Galaxy Tab,Battery life is amazing and lasts long,4,2023-01-18
378,Samsung Galaxy Tab,Great value for money,5,2023-03-27
379,OnePlus Pad,Not bad but not great,3,2023-10-15
380,OnePlus Pad,Great value for money,4,2023-03-30
381,Apple iPad,Terrible customer experience,2,2023-09-17
382,OnePlus Pad,Very fast and user friendly,5,2023-05-20
383,Samsung Galaxy Tab,Excellent performance and smooth display,5,2023-01-18
384,OnePlus Pad,Poor performance and lagging,1,2023-09-20
385,Apple iPad,Decent features for price,3,2023-07-06
386,Apple iPad,Very bad battery life,2,2023-09-03
387,Samsung Galaxy Tab,Terrible customer experience,2,2023-06-11
388,Apple iPad,Highly recommend this tablet,5,2023-07-06
389,Apple iPad,Excellent performance and smooth display,5,2023-05-15
390,Apple iPad,Superb design and build quality,5,2023-08-24
391,Apple iPad,Heating issues while using,2,2023-03-30
392,OnePlus Pad,Great value for money,4,2023-07-26
393,OnePlus Pad,Superb design and build quality,4,2023-09-11
394,OnePlus Pad,Very bad battery life,1,2023-12-27
395,Samsung Galaxy Tab,Average product,3,2023-04-24
396,Apple iPad,Great value for money,4,2023-03-30
397,Samsung Galaxy Tab,Stopped working after few days,1,2023-08-31
398,Apple iPad,Decent features for price,3,2023-11-22
399,Apple iPad,Not worth the price,1,2023-07-20
400,Apple iPad,Performance is acceptable,3,2023-12-23
401,Apple iPad,Stopped working after few days,1,2023-12-24
402,Apple iPad,Good but needs improvement,3,2023-05-23
403,Apple iPad,Terrible customer experience,2,2023-03-14
404,Apple iPad,Poor performance and lagging,1,2023-08-26
405,Samsung Galaxy Tab,Very bad battery life,2,2023-02-21
406,OnePlus Pad,Decent features for price,3,2023-07-10
407,Apple iPad,Highly recommend this tablet,5,2023-12-01
408,Apple iPad,Heating issues while using,1,2023-11-05
409,Apple iPad,Heating issues while using,1,2023-06-10
410,OnePlus Pad,Not worth the price,2,2023-09-18
411,Apple iPad,Good but needs improvement,3,2023-02-13
412,Samsung Galaxy Tab,Great value for money,4,2023-06-03
413,Apple iPad,Not worth the price,1,2023-06-07
414,Samsung Galaxy Tab,Battery life is amazing and lasts long,5,2023-11-22
415,Apple iPad,Superb design and build quality,5,2023-12-30
416,OnePlus Pad,Not bad but not great,3,2023-08-22
417,Samsung Galaxy Tab,Battery life is amazing and lasts long,4,2023-09-09
418,OnePlus Pad,Highly recommend this tablet,4,2023-11-27
419,Apple iPad,Performance is acceptable,3,2023-02-24
420,Apple iPad,Very bad battery life,1,2023-07-02
421,Samsung Galaxy Tab,Battery life is amazing and lasts long,5,2023-11-05
422,Apple iPad,Average product,3,2023-11-28
423,Apple iPad,Excellent performance and smooth display,5,2023-06-06
424,Samsung Galaxy Tab,Not bad but not great,3,2023-01-08
425,Apple iPad,Average product,3,2023-06-10
426,OnePlus Pad,Excellent performance and smooth display,5,2023-03-10
427,OnePlus Pad,Terrible customer experience,1,2023-02-05
428,Samsung Galaxy Tab,Heating issues while using,1,2023-06-29
429,Apple iPad,Heating issues while using,1,2023-08-26
430,Apple iPad,Heating issues while using,1,2023-08-07
431,OnePlus Pad,Terrible customer experience,2,2023-06-02
432,OnePlus Pad,Performance is acceptable,3,2023-11-20
433,OnePlus Pad,Excellent performance and smooth display,4,2023-08-12
434,Apple iPad,Okay for daily use,3,2023-09-13
435,OnePlus Pad,Very fast and user friendly,4,2023-09-18
436,Apple iPad,Very fast and user friendly,5,2023-06-13
437,Apple iPad,Heating issues while using,2,2023-05-10
438,OnePlus Pad,Great value for money,5,2023-03-29
439,Samsung Galaxy Tab,Poor performance and lagging,2,2023-07-28
440,Samsung Galaxy Tab,Excellent performance and smooth display,5,2023-11-06
441,OnePlus Pad,Battery life is amazing and lasts long,5,2023-05-07
442,OnePlus Pad,Decent features for price,3,2023-08-05
443,Apple iPad,Highly recommend this tablet,4,2023-09-04
444,OnePlus Pad,Very fast and user friendly,5,2023-07-25
445,Apple iPad,Excellent performance and smooth display,4,2023-12-07
446,Samsung Galaxy Tab,Stopped working after few days,2,2023-12-27
447,Samsung Galaxy Tab,Terrible customer experience,2,2023-02-28
448,Samsung Galaxy Tab,Performance is acceptable,3,2023-03-27
449,Samsung Galaxy Tab,Good but needs improvement,3,2023-03-06
450,Samsung Galaxy Tab,Very bad battery life,1,2023-10-20
451,Apple iPad,Very fast and user friendly,5,2023-12-07
452,OnePlus Pad,Great value for money,4,2023-06-29
453,Apple iPad,Heating issues while using,1,2023-04-04
454,Apple iPad,Excellent performance and smooth display,4,2023-06-14
455,Apple iPad,Very fast and user friendly,4,2023-06-20
456,Samsung Galaxy Tab,Performance is acceptable,3,2023-02-18
457,Samsung Galaxy Tab,Battery life is amazing and lasts long,5,2023-10-18
458,Samsung Galaxy Tab,Decent features for price,3,2023-09-09
459,OnePlus Pad,Average product,3,2023-12-25
460,Apple iPad,Very fast and user friendly,4,2023-05-07
461,Apple iPad,Decent features for price,3,2023-04-05
462,Samsung Galaxy Tab,Very fast and user friendly,5,2023-12-02
463,Apple iPad,Very fast and user friendly,4,2023-04-08
464,OnePlus Pad,Not worth the price,2,2023-02-09
465,Apple iPad,Heating issues while using,2,2023-06-06
466,Samsung Galaxy Tab,Battery life is amazing and lasts long,4,2023-01-10
467,OnePlus Pad,Good but needs improvement,3,2023-05-11
468,Apple iPad,Good but needs improvement,3,2023-12-23
469,Apple iPad,Not bad but not great,3,2023-08-14
470,Samsung Galaxy Tab,Superb design and build quality,5,2023-06-21
471,Apple iPad,Stopped working after few days,2,2023-06-10
472,Samsung Galaxy Tab,Not bad but not great,3,2023-10-23
473,Samsung Galaxy Tab,Performance is acceptable,3,2023-07-28
474,Apple iPad,Poor performance and lagging,1,2023-09-01
475,Apple iPad,Not bad but not great,3,2023-10-19
476,Samsung Galaxy Tab,Decent features for price,3,2023-07-23
477,OnePlus Pad,Performance is acceptable,3,2023-10-02
478,Apple iPad,Decent features for price,3,2023-05-07
