review_id,product_name,review_text,rating,review_date,sentiment_score,sentiment
68,OnePlus Pad,decent features price,3,2023-05-11,0.16666666666666666,Positive
69,Samsung Galaxy Tab,fast user friendly,5,2023-10-04,0.2875,Positive
70,Samsung Galaxy Tab,good needs improvement,3,2023-11-03,0.7,Positive
71,Apple iPad,great value money,5,2023-05-02,0.8,Positive
72,Samsung Galaxy Tab,good needs improvement,3,2023-03-30,0.7,Positive
73,OnePlus Pad,great value money,5,2023-08-17,0.8,Positive
74,Samsung Galaxy Tab,good needs improvement,3,2023-08-02,0.7,Positive
75,OnePlus Pad,okay daily use,3,2023-02-25,0.25,Positive
76,Apple iPad,heating issues using,1,2023-06-30,0.0,Neutral
77,Samsung Galaxy Tab,bad battery life,2,2023-09-28,-0.6999999999999998,Negative
78,OnePlus Pad,performance acceptable,3,2023-12-19,0.0,Neutral
79,OnePlus Pad,superb design build quality,4,2023-09-22,1.0,Positive
80,Samsung Galaxy Tab,okay daily use,3,2023-12-25,0.25,Positive
81,Samsung Galaxy Tab,superb design build quality,4,2023-07-09,1.0,Positive
82,Samsung Galaxy Tab,average product,3,2023-09-27,-0.15,Negative
83,Apple iPad,average product,3,2023-02-04,-0.15,Negative
84,Apple iPad,stopped working days,2,2023-05-20,0.0,Neutral
85,OnePlus Pad,superb design build quality,4,2023-09-24,1.0,Positive
86,OnePlus Pad,good needs improvement,3,2023-09-29,0.7,Positive
87,Apple iPad,stopped working days,2,2023-02-12,0.0,Neutral
88,OnePlus Pad,okay daily use,3,2023-06-25,0.25,Positive
89,OnePlus Pad,average product,3,2023-08-22,-0.15,Negative
90,Samsung Galaxy Tab,highly recommend tablet,4,2023-10-17,0.16,Positive
91,Apple iPad,decent features price,3,2023-12-21,0.16666666666666666,Positive
92,Samsung Galaxy Tab,performance acceptable,3,2023-05-27,0.0,Neutral
93,OnePlus Pad,poor performance lagging,2,2023-12-12,-0.4,Negative
94,Apple iPad,worth price,2,2023-07-06,0.3,Positive
95,OnePlus Pad,performance acceptable,3,2023-04-01,0.0,Neutral
96,Samsung Galaxy Tab,heating issues using,1,2023-12-23,0.0,Neutral
97,Samsung Galaxy Tab,excellent performance smooth display,5,2023-06-30,0.7,Positive
98,Apple iPad,poor performance lagging,1,2023-07-12,-0.4,Negative
99,OnePlus Pad,superb design build quality,5,2023-05-29,1.0,Positive
100,Samsung Galaxy Tab,worth price,1,2023-12-22,0.3,Positive
101,Apple iPad,worth price,1,2023-09-03,0.3,Positive
102,Samsung Galaxy Tab,okay daily use,3,2023-10-07,0.25,Positive
103,Samsung Galaxy Tab,heating issues using,2,2023-02-15,0.0,Neutral
104,Samsung Galaxy Tab,terrible customer experience,1,2023-01-16,-1.0,Negative
105,Samsung Galaxy Tab,performance acceptable,3,2023-05-05,0.0,Neutral
106,Apple iPad,worth price,2,2023-07-23,0.3,Positive
107,Apple iPad,battery life amazing lasts long,5,2023-01-31,0.275,Positive
108,Samsung Galaxy Tab,bad great,3,2023-03-07,0.0500000000000001,Positive
109,Apple iPad,bad battery life,2,2023-09-03,-0.6999999999999998,Negative
110,OnePlus Pad,heating issues using,1,2023-07-26,0.0,Neutral
111,Samsung Galaxy Tab,average product,3,2023-12-21,-0.15,Negative
112,Apple iPad,battery life amazing lasts long,5,2023-05-26,0.275,Positive
113,OnePlus Pad,superb design build quality,4,2023-08-06,1.0,Positive
114,OnePlus Pad,superb design build quality,5,2023-09-30,1.0,Positive
115,Apple iPad,performance acceptable,3,2023-10-28,0.0,Neutral
116,OnePlus Pad,worth price,2,2023-02-17,0.3,Positive
117,Apple iPad,fast user friendly,5,2023-09-20,0.2875,Positive
118,Apple iPad,average product,3,2023-03-23,-0.15,Negative
119,Apple iPad,superb design build quality,4,2023-02-20,1.0,Positive
120,OnePlus Pad,decent features price,3,2023-04-30,0.16666666666666666,Positive
121,Apple iPad,great value money,5,2023-02-18,0.8,Positive
122,Samsung Galaxy Tab,superb design build quality,4,2023-01-15,1.0,Positive
123,Apple iPad,heating issues using,2,2023-09-09,0.0,Neutral
124,OnePlus Pad,decent features price,3,2023-01-05,0.16666666666666666,Positive
125,Samsung Galaxy Tab,average product,3,2023-11-24,-0.15,Negative
126,Samsung Galaxy Tab,highly recommend tablet,5,2023-01-19,0.16,Positive
127,Apple iPad,average product,3,2023-12-04,-0.15,Negative
128,Samsung Galaxy Tab,stopped working days,2,2023-03-30,0.0,Neutral
129,Samsung Galaxy Tab,average product,3,2023-09-06,-0.15,Negative
130,Samsung Galaxy Tab,okay daily use,3,2023-03-12,0.25,Positive
131,OnePlus Pad,battery life amazing lasts long,5,2023-08-07,0.275,Positive
132,Apple iPad,stopped working days,2,2023-11-11,0.0,Neutral
133,Apple iPad,fast user friendly,5,2023-06-18,0.2875,Positive
134,OnePlus Pad,okay daily use,3,2023-10-20,0.25,Positive
135,Samsung Galaxy Tab,poor performance lagging,1,2023-08-07,-0.4,Negative
136,Apple iPad,highly recommend tablet,4,2023-05-10,0.16,Positive
137,Samsung Galaxy Tab,performance acceptable,3,2023-10-30,0.0,Neutral
138,OnePlus Pad,okay daily use,3,2023-06-12,0.25,Positive
139,OnePlus Pad,superb design build quality,4,2023-08-12,1.0,Positive
140,Apple iPad,good needs improvement,3,2023-11-13,0.7,Positive
141,Apple iPad,bad great,3,2023-12-18,0.0500000000000001,Positive
142,Apple iPad,fast user friendly,5,2023-08-14,0.2875,Positive
143,OnePlus Pad,decent features price,3,2023-12-03,0.16666666666666666,Positive
144,OnePlus Pad,poor performance lagging,1,2023-03-04,-0.4,Negative
145,Apple iPad,okay daily use,3,2023-06-10,0.25,Positive
146,Apple iPad,fast user friendly,4,2023-06-23,0.2875,Positive
147,Samsung Galaxy Tab,excellent performance smooth display,5,2023-03-01,0.7,Positive
148,Apple iPad,performance acceptable,3,2023-09-19,0.0,Neutral
149,OnePlus Pad,good needs improvement,3,2023-12-22,0.7,Positive
150,Apple iPad,excellent performance smooth display,4,2023-08-31,0.7,Positive
151,Samsung Galaxy Tab,fast user friendly,4,2023-06-02,0.2875,Positive
152,OnePlus Pad,average product,3,2023-11-07,-0.15,Negative
153,Apple iPad,highly recommend tablet,4,2023-10-07,0.16,Positive
154,Apple iPad,average product,3,2023-04-06,-0.15,Negative
155,Apple iPad,poor performance lagging,1,2023-01-20,-0.4,Negative
156,Apple iPad,superb design build quality,5,2023-09-25,1.0,Positive
157,OnePlus Pad,highly recommend tablet,4,2023-04-08,0.16,Positive
158,Samsung Galaxy Tab,battery life amazing lasts long,4,2023-10-21,0.275,Positive
159,OnePlus Pad,bad battery life,2,2023-03-13,-0.6999999999999998,Negative
160,Apple iPad,bad battery life,2,2023-06-02,-0.6999999999999998,Negative
161,OnePlus Pad,terrible customer experience,1,2023-07-15,-1.0,Negative
162,OnePlus Pad,decent features price,3,2023-06-05,0.16666666666666666,Positive
163,Apple iPad,performance acceptable,3,2023-08-05,0.0,Neutral
164,Apple iPad,great value money,4,2023-02-03,0.8,Positive
165,Apple iPad,good needs improvement,3,2023-01-01,0.7,Positive
166,Samsung Galaxy Tab,average product,3,2023-02-09,-0.15,Negative
167,Apple iPad,bad great,3,2023-07-21,0.0500000000000001,Positive
168,Apple iPad,okay daily use,3,2023-11-20,0.25,Positive
169,OnePlus Pad,bad great,3,2023-09-01,0.0500000000000001,Positive
170,OnePlus Pad,average product,3,2023-03-10,-0.15,Negative
171,Apple iPad,fast user friendly,4,2023-12-27,0.2875,Positive
172,Apple iPad,good needs improvement,3,2023-02-03,0.7,Positive
173,Samsung Galaxy Tab,heating issues using,2,2023-11-17,0.0,Neutral
174,Apple iPad,excellent performance smooth display,4,2023-08-22,0.7,Positive
175,OnePlus Pad,excellent performance smooth display,4,2023-08-11,0.7,Positive
176,OnePlus Pad,bad great,3,2023-05-22,0.0500000000000001,Positive
177,Samsung Galaxy Tab,superb design build quality,5,2023-04-30,1.0,Positive
178,OnePlus Pad,stopped working days,2,2023-07-28,0.0,Neutral
179,OnePlus Pad,excellent performance smooth display,4,2023-09-10,0.7,Positive
180,Samsung Galaxy Tab,bad battery life,2,2023-01-01,-0.6999999999999998,Negative
181,OnePlus Pad,performance acceptable,3,2023-07-16,0.0,Neutral
182,OnePlus Pad,heating issues using,1,2023-12-06,0.0,Neutral
183,Apple iPad,average product,3,2023-05-11,-0.15,Negative
184,OnePlus Pad,stopped working days,2,2023-04-21,0.0,Neutral
185,Samsung Galaxy Tab,fast user friendly,4,2023-04-01,0.2875,Positive
186,OnePlus Pad,good needs improvement,3,2023-06-18,0.7,Positive
187,OnePlus Pad,superb design build quality,5,2023-03-29,1.0,Positive
188,Samsung Galaxy Tab,battery life amazing lasts long,4,2023-08-03,0.275,Positive
189,OnePlus Pad,heating issues using,2,2023-11-05,0.0,Neutral
190,Apple iPad,average product,3,2023-04-26,-0.15,Negative
191,Apple iPad,excellent performance smooth display,5,2023-10-05,0.7,Positive
192,OnePlus Pad,average product,3,2023-04-01,-0.15,Negative
193,Apple iPad,heating issues using,1,2024-01-01,0.0,Neutral
194,Apple iPad,terrible customer experience,1,2023-11-13,-1.0,Negative
195,OnePlus Pad,battery life amazing lasts long,5,2023-12-23,0.275,Positive
196,Apple iPad,stopped working days,2,2023-08-11,0.0,Neutral
197,Apple iPad,decent features price,3,2023-10-01,0.16666666666666666,Positive
198,Samsung Galaxy Tab,bad battery life,1,2023-11-06,-0.6999999999999998,Negative
199,Apple iPad,good needs improvement,3,2023-04-14,0.7,Positive
200,Apple iPad,worth price,1,2023-02-15,0.3,Positive
201,OnePlus Pad,great value money,4,2023-09-08,0.8,Positive
202,Apple iPad,superb design build quality,5,2023-04-25,1.0,Positive
203,Apple iPad,okay daily use,3,2023-03-22,0.25,Positive
204,Apple iPad,bad battery life,1,2023-05-01,-0.6999999999999998,Negative
205,Apple iPad,good needs improvement,3,2023-04-21,0.7,Positive
206,Apple iPad,heating issues using,1,2023-12-21,0.0,Neutral
207,Samsung Galaxy Tab,great value money,4,2023-06-18,0.8,Positive
208,OnePlus Pad,worth price,1,2023-08-09,0.3,Positive
209,Samsung Galaxy Tab,great value money,4,2023-11-08,0.8,Positive
210,Apple iPad,heating issues using,1,2023-10-28,0.0,Neutral
211,Apple iPad,performance acceptable,3,2023-05-11,0.0,Neutral
212,Samsung Galaxy Tab,fast user friendly,4,2023-06-14,0.2875,Positive
213,OnePlus Pad,okay daily use,3,2023-06-18,0.25,Positive
214,Apple iPad,heating issues using,2,2023-10-10,0.0,Neutral
215,Apple iPad,okay daily use,3,2023-02-25,0.25,Positive
216,Apple iPad,performance acceptable,3,2023-02-23,0.0,Neutral
217,Apple iPad,okay daily use,3,2023-02-03,0.25,Positive
218,Apple iPad,worth price,2,2023-03-14,0.3,Positive
219,OnePlus Pad,bad great,3,2023-01-25,0.0500000000000001,Positive
220,Apple iPad,okay daily use,3,2023-01-05,0.25,Positive
221,Samsung Galaxy Tab,average product,3,2023-12-14,-0.15,Negative
222,OnePlus Pad,poor performance lagging,2,2023-03-27,-0.4,Negative
223,OnePlus Pad,highly recommend tablet,4,2023-10-05,0.16,Positive
224,Samsung Galaxy Tab,average product,3,2023-07-06,-0.15,Negative
225,OnePlus Pad,stopped working days,2,2023-03-09,0.0,Neutral
226,Apple iPad,excellent performance smooth display,5,2023-08-30,0.7,Positive
227,OnePlus Pad,great value money,5,2023-12-05,0.8,Positive
228,Apple iPad,battery life amazing lasts long,4,2023-11-13,0.275,Positive
229,OnePlus Pad,stopped working days,2,2023-10-22,0.0,Neutral
230,OnePlus Pad,terrible customer experience,1,2023-07-24,-1.0,Negative
231,Apple iPad,battery life amazing lasts long,5,2023-11-27,0.275,Positive
232,Apple iPad,performance acceptable,3,2023-01-14,0.0,Neutral
233,Samsung Galaxy Tab,poor performance lagging,2,2023-09-29,-0.4,Negative
234,Apple iPad,great value money,4,2023-04-05,0.8,Positive
235,OnePlus Pad,performance acceptable,3,2023-06-03,0.0,Neutral
236,Apple iPad,highly recommend tablet,5,2023-11-02,0.16,Positive
237,Apple iPad,excellent performance smooth display,4,2023-09-12,0.7,Positive
238,Apple iPad,worth price,1,2023-05-25,0.3,Positive
239,OnePlus Pad,great value money,4,2023-10-13,0.8,Positive
240,Samsung Galaxy Tab,okay daily use,3,2023-08-10,0.25,Positive
241,Samsung Galaxy Tab,excellent performance smooth display,5,2023-07-14,0.7,Positive
242,Samsung Galaxy Tab,terrible customer experience,2,2023-06-11,-1.0,Negative
243,OnePlus Pad,excellent performance smooth display,4,2023-01-16,0.7,Positive
244,Samsung Galaxy Tab,battery life amazing lasts long,4,2023-04-30,0.275,Positive
245,OnePlus Pad,fast user friendly,4,2023-10-30,0.2875,Positive
246,Apple iPad,terrible customer experience,2,2023-12-02,-1.0,Negative
247,OnePlus Pad,excellent performance smooth display,4,2023-08-17,0.7,Positive
248,Samsung Galaxy Tab,heating issues using,1,2023-04-14,0.0,Neutral
249,OnePlus Pad,highly recommend tablet,4,2023-01-22,0.16,Positive
250,OnePlus Pad,average product,3,2023-01-29,-0.15,Negative
251,OnePlus Pad,performance acceptable,3,2023-03-25,0.0,Neutral
252,OnePlus Pad,superb design build quality,4,2023-01-23,1.0,Positive
253,OnePlus Pad,poor performance lagging,1,2023-07-05,-0.4,Negative
254,Samsung Galaxy Tab,bad great,3,2023-06-21,0.0500000000000001,Positive
255,OnePlus Pad,great value money,5,2023-08-19,0.8,Positive
256,Apple iPad,poor performance lagging,1,2023-10-31,-0.4,Negative
257,Apple iPad,okay daily use,3,2023-04-27,0.25,Positive
258,OnePlus Pad,highly recommend tablet,4,2023-11-26,0.16,Positive
259,OnePlus Pad,okay daily use,3,2023-10-17,0.25,Positive
260,OnePlus Pad,okay daily use,3,2023-01-22,0.25,Positive
261,OnePlus Pad,decent features price,3,2023-07-26,0.16666666666666666,Positive
262,Samsung Galaxy Tab,terrible customer experience,1,2023-04-28,-1.0,Negative
263,Apple iPad,terrible customer experience,2,2023-04-16,-1.0,Negative
264,Apple iPad,performance acceptable,3,2023-06-17,0.0,Neutral
265,OnePlus Pad,decent features price,3,2023-10-31,0.16666666666666666,Positive
266,Apple iPad,worth price,1,2023-01-19,0.3,Positive
267,Samsung Galaxy Tab,bad battery life,1,2023-04-02,-0.6999999999999998,Negative
268,Samsung Galaxy Tab,average product,3,2023-07-16,-0.15,Negative
269,Apple iPad,poor performance lagging,1,2023-06-20,-0.4,Negative
270,Samsung Galaxy Tab,decent features price,3,2023-12-11,0.16666666666666666,Positive
271,Samsung Galaxy Tab,excellent performance smooth display,4,2023-08-08,0.7,Positive
272,Samsung Galaxy Tab,okay daily use,3,2023-07-31,0.25,Positive
273,OnePlus Pad,poor performance lagging,1,2023-05-16,-0.4,Negative
274,OnePlus Pad,fast user friendly,5,2023-06-23,0.2875,Positive
275,Apple iPad,good needs improvement,3,2023-11-24,0.7,Positive
276,Samsung Galaxy Tab,heating issues using,1,2023-05-18,0.0,Neutral
277,Samsung Galaxy Tab,performance acceptable,3,2023-05-09,0.0,Neutral
278,OnePlus Pad,good needs improvement,3,2023-06-11,0.7,Positive
279,Samsung Galaxy Tab,okay daily use,3,2023-02-10,0.25,Positive
280,Apple iPad,bad great,3,2023-08-14,0.0500000000000001,Positive
281,OnePlus Pad,highly recommend tablet,4,2023-06-04,0.16,Positive
282,Samsung Galaxy Tab,fast user friendly,5,2023-08-09,0.2875,Positive
283,OnePlus Pad,decent features price,3,2023-11-24,0.16666666666666666,Positive
284,Apple iPad,bad great,3,2023-11-19,0.0500000000000001,Positive
285,OnePlus Pad,poor performance lagging,1,2023-04-05,-0.4,Negative
286,Apple iPad,good needs improvement,3,2023-06-07,0.7,Positive
287,OnePlus Pad,superb design build quality,4,2023-04-26,1.0,Positive
288,OnePlus Pad,terrible customer experience,2,2023-03-27,-1.0,Negative
289,Samsung Galaxy Tab,poor performance lagging,1,2023-12-24,-0.4,Negative
290,Apple iPad,bad battery life,2,2023-09-30,-0.6999999999999998,Negative
291,Apple iPad,stopped working days,2,2023-03-24,0.0,Neutral
292,OnePlus Pad,good needs improvement,3,2023-02-28,0.7,Positive
293,Samsung Galaxy Tab,superb design build quality,4,2023-11-09,1.0,Positive
294,Samsung Galaxy Tab,battery life amazing lasts long,5,2023-07-20,0.275,Positive
295,OnePlus Pad,superb design build quality,5,2023-04-22,1.0,Positive
296,Samsung Galaxy Tab,performance acceptable,3,2023-12-11,0.0,Neutral
297,Samsung Galaxy Tab,average product,3,2023-04-04,-0.15,Negative
298,Samsung Galaxy Tab,poor performance lagging,1,2023-11-24,-0.4,Negative
299,Apple iPad,stopped working days,1,2023-09-07,0.0,Neutral
300,OnePlus Pad,terrible customer experience,1,2023-07-26,-1.0,Negative
301,OnePlus Pad,battery life amazing lasts long,5,2023-01-26,0.275,Positive
302,Apple iPad,excellent performance smooth display,4,2023-11-23,0.7,Positive
303,Apple iPad,bad battery life,1,2023-04-28,-0.6999999999999998,Negative
304,Apple iPad,bad battery life,1,2023-06-19,-0.6999999999999998,Negative
305,Samsung Galaxy Tab,average product,3,2023-08-22,-0.15,Negative
306,OnePlus Pad,decent features price,3,2023-07-13,0.16666666666666666,Positive
307,OnePlus Pad,fast user friendly,4,2023-01-10,0.2875,Positive
308,Samsung Galaxy Tab,heating issues using,2,2023-12-10,0.0,Neutral
309,Samsung Galaxy Tab,poor performance lagging,1,2023-03-03,-0.4,Negative
310,Samsung Galaxy Tab,highly recommend tablet,4,2023-03-24,0.16,Positive
311,OnePlus Pad,great value money,4,2023-08-09,0.8,Positive
312,Apple iPad,fast user friendly,4,2023-07-23,0.2875,Positive
313,OnePlus Pad,highly recommend tablet,5,2023-07-24,0.16,Positive
314,Samsung Galaxy Tab,performance acceptable,3,2023-08-13,0.0,Neutral
315,Samsung Galaxy Tab,terrible customer experience,1,2023-03-16,-1.0,Negative
316,Samsung Galaxy Tab,bad great,3,2023-03-10,0.0500000000000001,Positive
317,OnePlus Pad,bad battery life,1,2023-09-27,-0.6999999999999998,Negative
318,Apple iPad,superb design build quality,4,2023-09-26,1.0,Positive
319,Apple iPad,fast user friendly,5,2023-12-04,0.2875,Positive
320,OnePlus Pad,worth price,1,2023-06-01,0.3,Positive
321,OnePlus Pad,okay daily use,3,2023-03-24,0.25,Positive
322,Apple iPad,excellent performance smooth display,4,2023-05-20,0.7,Positive
323,Samsung Galaxy Tab,great value money,5,2023-05-13,0.8,Positive
324,Apple iPad,poor performance lagging,1,2023-02-20,-0.4,Negative
325,Samsung Galaxy Tab,worth price,2,2023-08-06,0.3,Positive
326,Samsung Galaxy Tab,bad great,3,2023-03-25,0.0500000000000001,Positive
327,OnePlus Pad,bad great,3,2023-07-21,0.0500000000000001,Positive
328,OnePlus Pad,good needs improvement,3,2023-07-22,0.7,Positive
329,Apple iPad,decent features price,3,2023-12-08,0.16666666666666666,Positive
330,OnePlus Pad,worth price,2,2023-10-20,0.3,Positive
331,Samsung Galaxy Tab,bad battery life,2,2023-07-19,-0.6999999999999998,Negative
332,Apple iPad,excellent performance smooth display,5,2023-07-07,0.7,Positive
333,Apple iPad,terrible customer experience,1,2023-11-04,-1.0,Negative
334,Apple iPad,performance acceptable,3,2023-12-11,0.0,Neutral
335,OnePlus Pad,decent features price,3,2023-07-27,0.16666666666666666,Positive
336,OnePlus Pad,great value money,5,2023-10-29,0.8,Positive
337,Samsung Galaxy Tab,superb design build quality,4,2023-10-13,1.0,Positive
338,Apple iPad,performance acceptable,3,2023-01-14,0.0,Neutral
339,Samsung Galaxy Tab,fast user friendly,4,2023-03-18,0.2875,Positive
340,OnePlus Pad,performance acceptable,3,2023-11-23,0.0,Neutral
341,Samsung Galaxy Tab,highly recommend tablet,4,2023-08-05,0.16,Positive
342,OnePlus Pad,worth price,2,2023-11-12,0.3,Positive
343,Samsung Galaxy Tab,great value money,5,2023-01-05,0.8,Positive
344,Samsung Galaxy Tab,excellent performance smooth display,4,2023-10-12,0.7,Positive
345,Samsung Galaxy Tab,stopped working days,2,2023-07-17,0.0,Neutral
346,Samsung Galaxy Tab,good needs improvement,3,2023-07-04,0.7,Positive
347,OnePlus Pad,great value money,4,2023-09-01,0.8,Positive
348,Samsung Galaxy Tab,great value money,5,2023-06-23,0.8,Positive
349,Apple iPad,worth price,1,2023-06-10,0.3,Positive
350,OnePlus Pad,good needs improvement,3,2023-01-15,0.7,Positive
351,OnePlus Pad,bad great,3,2023-10-25,0.0500000000000001,Positive
352,Samsung Galaxy Tab,excellent performance smooth display,4,2023-12-23,0.7,Positive
353,Samsung Galaxy Tab,excellent performance smooth display,4,2023-04-14,0.7,Positive
354,Apple iPad,excellent performance smooth display,4,2023-03-16,0.7,Positive
355,Apple iPad,great value money,4,2023-07-16,0.8,Positive
356,Apple iPad,bad great,3,2023-01-11,0.0500000000000001,Positive
357,Samsung Galaxy Tab,great value money,5,2023-07-23,0.8,Positive
358,OnePlus Pad,average product,3,2023-02-28,-0.15,Negative
359,Apple iPad,average product,3,2023-09-08,-0.15,Negative
360,Samsung Galaxy Tab,terrible customer experience,2,2023-10-15,-1.0,Negative
361,Samsung Galaxy Tab,excellent performance smooth display,5,2023-08-03,0.7,Positive
362,Samsung Galaxy Tab,poor performance lagging,2,2023-01-14,-0.4,Negative
363,Apple iPad,stopped working days,2,2023-10-18,0.0,Neutral
364,Apple iPad,stopped working days,2,2023-03-10,0.0,Neutral
365,Apple iPad,terrible customer experience,1,2023-04-28,-1.0,Negative
366,Apple iPad,stopped working days,1,2023-01-23,0.0,Neutral
367,Samsung Galaxy Tab,worth price,1,2023-02-28,0.3,Positive
368,OnePlus Pad,fast user friendly,4,2023-06-26,0.2875,Positive
369,OnePlus Pad,bad great,3,2023-06-14,0.0500000000000001,Positive
370,Apple iPad,decent features price,3,2023-03-12,0.16666666666666666,Positive
371,Samsung Galaxy Tab,terrible customer experience,2,2023-07-26,-1.0,Negative
372,Samsung Galaxy Tab,highly recommend tablet,5,2023-11-02,0.16,Positive
373,Apple iPad,average product,3,2023-05-01,-0.15,Negative
374,Apple iPad,decent features price,3,2023-04-03,0.16666666666666666,Positive
375,Apple iPad,performance acceptable,3,2023-04-21,0.0,Neutral
376,OnePlus Pad,battery life amazing lasts long,4,2023-01-28,0.275,Positive
377,Samsung Galaxy Tab,battery life amazing lasts long,4,2023-01-18,0.275,Positive
378,Samsung Galaxy Tab,great value money,5,2023-03-27,0.8,Positive
379,OnePlus Pad,bad great,3,2023-10-15,0.0500000000000001,Positive
380,OnePlus Pad,great value money,4,2023-03-30,0.8,Positive
381,Apple iPad,terrible customer experience,2,2023-09-17,-1.0,Negative
382,OnePlus Pad,fast user friendly,5,2023-05-20,0.2875,Positive
383,Samsung Galaxy Tab,excellent performance smooth display,5,2023-01-18,0.7,Positive
384,OnePlus Pad,poor performance lagging,1,2023-09-20,-0.4,Negative
